5.0000,9.6500,1.4534,1.4534
4.9500,9.6000,1.4080,1.4080
4.9000,9.6000,1.4142,1.4142
4.8500,9.6000,1.4221,1.4221
4.8000,9.6000,1.4318,1.4318
4.7500,9.5500,1.3946,1.3946
4.7000,9.5500,1.4080,1.4080
4.6500,9.5500,1.4230,1.4230
4.6000,9.5500,1.4396,1.4396
4.5500,9.5000,1.4116,1.4116
4.5000,9.5000,1.4318,1.4318
4.4500,9.5000,1.4534,1.4534
4.4000,9.4500,1.4318,1.4318
4.3500,9.4500,1.4534,1.4534
4.3000,9.4500,1.4765,1.4765
4.2500,9.4000,1.4577,1.4577
4.2000,9.4000,1.4841,1.4841
4.1500,9.4000,1.5116,1.5116
4.1000,9.3500,1.5000,1.5000
4.0500,9.3500,1.5305,1.5305
4.0000,9.3000,1.5042,1.5042
3.9500,9.3000,1.4577,1.4577
3.9000,9.2500,1.4318,1.4318
3.9000,9.2000,1.4431,1.4431
3.8500,9.1500,1.4080,1.4080
3.8000,9.1000,1.3757,1.3757
3.8000,9.0500,1.3928,1.3928
3.8000,9.0000,1.4009,1.4009
3.8000,8.9500,1.4036,1.4036
3.8000,8.9000,1.4080,1.4080
3.8000,8.8500,1.3892,1.3892
3.7500,8.8000,1.3730,1.3730
3.7500,8.7500,1.3829,1.3829
3.7500,8.7000,1.3647,1.3647
3.7500,8.6500,1.3416,1.3416
3.7500,8.6000,1.3200,1.3200
3.7500,8.5500,1.3000,1.3000
3.7000,8.5000,1.3285,1.3285
3.7000,8.4500,1.3124,1.3124
3.7000,8.4000,1.2981,1.2981
3.7000,8.3500,1.2855,1.2855
3.6500,8.3000,1.3238,1.3238
3.6500,8.2500,1.3153,1.3153
3.6500,8.2000,1.3086,1.3086
3.6500,8.1500,1.3038,1.3038
3.6500,8.1000,1.3010,1.3010
3.6500,8.0500,1.3000,1.3000
3.6500,8.0000,1.3000,1.3000
3.6500,7.9500,1.3000,1.3000
3.6500,7.9000,1.3000,1.3000
3.6500,7.8500,1.3000,1.3000
3.6500,7.8000,1.3000,1.3000
3.6000,7.7500,1.3086,1.3086
3.6000,7.7000,1.3153,1.3153
3.6000,7.6500,1.3238,1.3238
3.6000,7.6000,1.3342,1.3342
3.6000,7.5500,1.3463,1.3463
3.6000,7.5000,1.3463,1.3463
3.6000,7.4500,1.3342,1.3342
3.6000,7.4000,1.3238,1.3238
3.6000,7.3500,1.3153,1.3153
3.5500,7.3000,1.3000,1.3000
3.5500,7.2500,1.3000,1.3000
3.5500,7.2000,1.3000,1.3000
3.5500,7.1500,1.3010,1.3010
3.5500,7.1000,1.3038,1.3038
3.5500,7.0500,1.3086,1.3086
3.5500,7.0000,1.3153,1.3153
3.5000,6.9500,1.2748,1.2748
3.5000,6.9000,1.2855,1.2855
3.5000,6.8500,1.2981,1.2981
3.5000,6.8000,1.3086,1.3086
3.5000,6.7500,1.3153,1.3153
3.5000,6.7000,1.3238,1.3238
3.4500,6.6500,1.2855,1.2855
3.4500,6.6000,1.2981,1.2981
3.4500,6.5500,1.3124,1.3124
3.4500,6.5000,1.3238,1.3238
3.4500,6.4500,1.3342,1.3342
3.4500,6.4000,1.3463,1.3463
3.4000,6.3500,1.3086,1.3086
3.4000,6.3000,1.3153,1.3153
3.4000,6.2500,1.3238,1.3238
3.4000,6.2000,1.3342,1.3342
3.4000,6.1500,1.3463,1.3463
3.4000,6.1000,1.3601,1.3601
3.4000,6.0500,1.3730,1.3730
3.3500,6.0000,1.3342,1.3342
3.3500,5.9500,1.3463,1.3463
3.3500,5.9000,1.3583,1.3583
3.3500,5.8500,1.3647,1.3647
3.3000,5.8000,1.3238,1.3238
3.3000,5.7500,1.3342,1.3342
3.3000,5.7000,1.3463,1.3463
3.2500,5.6500,1.3124,1.3124
3.2500,5.6000,1.3285,1.3285
3.2500,5.5500,1.3463,1.3463
3.2000,5.5000,1.3200,1.3200
3.2000,5.4500,1.3416,1.3416
3.2000,5.4000,1.3647,1.3647
3.1500,5.3500,1.3463,1.3463
3.1500,5.3000,1.3657,1.3657
3.1500,5.2500,1.3865,1.3865
3.1000,5.2000,1.3647,1.3647
3.1000,5.1500,1.3892,1.3892
